op_process_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
129,0.011091,0.019998,0.013358,0.022195,0.000169,0.011913,0
130,0.017879,0.02305,0.023261,0,0.019262,0.022555,0.021656
131,0.014873,0.016796,0.022051,0,0.019809,0.018876,0.019499
132,0.031905,0.021417,0.008232,0.006498,0,0.020103,0.032545
133,0.026032,0.027939,0.01586,0.018647,0.023994,0.018243,0.023843
134,0.025418,0,0.024683,0.007032,0.024196,0.02354,0
135,0.017742,0.0185,0.023694,0.018633,0,0.015291,0.020934
136,0.01143,0,0.017411,0.020131,0.012513,0,0.019176
137,0.019599,0,0.012329,0,0.018595,0.019433,0.019099
138,0.010594,0,0.02064,0,0.018365,0.019458,0.020538
139,0.000163,0,0.022532,0.02153,0,0.021213,0.01526
140,0.012022,0.015147,0.020622,0.02956,0.025013,0.020385,0.015173
141,0.024277,0.018577,0.020064,0,0.017754,0.02345,0.018444
142,0.024438,0.021632,0.017097,0.008062,0.000147,0.019863,0.02489
143,0.013643,0.014485,0.019646,0,0,0,0.019384
144,0.016234,0,0.019917,0.020097,0.008448,0.019341,0.013029
145,0.011674,0,0.020531,0.024886,0,0.019219,0
146,0.016631,0.017849,0.000138,0.006257,0.025901,0.020095,0
147,0.02428,0,0.014655,0,0.014778,0.031586,0.013449
148,0.02582,0.008896,0.015769,0,0.027699,0,0.008987
149,0.01175,0.021538,0.020533,0,0,0.019455,0.020929
150,0.011012,0.023144,0.021121,0,0.005738,0.006098,0.021017
151,0.000143,0.024091,0.018054,0.019807,0,0.025561,0
152,0,0.024653,0.022155,0.006436,0.015789,0.01545,0.007104
153,0,0.015599,0.016311,0.009508,0.019108,0.020847,0.018378
154,0.011943,0,0.000144,0.022651,0.000159,0.021875,0.020911
155,0.019277,0,0.02002,0,0.008979,0.020747,0.02027
156,0.000157,0.024573,0.015751,0,0.007225,0.011541,0.006384
157,0,0.017823,0.020516,0.00762,0,0.0176,0.011304
158,0.020943,0.018535,0.017112,0.018751,0,0.020792,0.012911
159,0.021435,0,0.02313,0.022356,0.019776,0.013762,0.013049
160,0.019583,0.018624,0,0,0.016733,0.01773,0
161,0.031283,0.026824,0.020523,0,0.026494,0.023976,0.010388
162,0.022896,0.020072,0.01698,0.009685,0.013323,0.014718,0
163,0.015966,0,0.013105,0,0.019845,0.018484,0
164,0.015766,0.019319,0.017928,0.007046,0.015255,0.00879,0
165,0.02183,0,0.013584,0.014396,0.007477,0.011653,0
166,0.025595,0,0.014404,0.007448,0.017606,0.012552,0.010731
167,0.010133,0,0.011113,0,0.016626,0.000126,0.022028
168,0.006916,0,0.016016,0,0.026403,0.015081,0.013438
169,0.022488,0,0,0,0.026081,0.030245,0.016808
170,0.026741,0.012776,0.00969,0,0,0.017017,0
171,0.021066,0.022629,0.000137,0.016984,0,0.024487,0.017598
172,0.017331,0.020145,0.01188,0.024312,0.015687,0.01167,0.021569
173,0.022839,0.021028,0.010971,0.020838,0.026874,0,0.022523
174,0.018279,0,0,0.022862,0.007802,0.010387,0.015066
175,0.007305,0,0.017228,0.00919,0.021578,0.022025,0.014218
176,0.000135,0.014321,0,0.017731,0.017125,0.020089,0.018822
177,0.01232,0.023998,0.02451,0,0.010858,0.021072,0.055933
178,0,0.024429,0.026391,0.023557,0.01404,0.018861,0.016874
179,0.018485,0,0.025897,0.014564,0.027354,0.027829,0.017704
180,0.013698,0.011043,0.016055,0.018734,0.012658,0.000124,0.014967
181,0.014531,0.026303,0.010705,0,0,0.018793,0.021337
182,0.018798,0.017086,0.021656,0,0,0.021291,0.015351
183,0.013768,0.015199,0.009664,0,0,0.020418,0.020056
184,0.000177,0.019658,0.006757,0,0.006242,0.017602,0.018288
185,0.011266,0,0.016486,0.014957,0.016482,0.026311,0.02238
186,0.018999,0.018485,0.020335,0.023732,0,0.014875,0.010468
187,0.011538,0,0.027483,0,0,0.019828,0
188,0.013384,0.01771,0.020389,0.007145,0,0.021756,0.018385
189,0.022869,0.021032,0.01388,0,0.012078,0.000107,0.020964
190,0.009711,0,0.020479,0.017098,0.015053,0.006169,0.014988
191,0.015282,0,0.024313,0.019118,0.016893,0,0.016839
192,0.017632,0,0.023198,0.014115,0.016689,0.015954,0
193,0.035896,0.018835,0.025993,0.020016,0.016995,0.024729,0.014061
194,0.021664,0,0.028555,0.016773,0.023076,0.01336,0.02125
195,0.023385,0.030494,0.019063,0.02124,0.022297,0,0.018307
196,0.000141,0.020476,0.01229,0.022412,0.014412,0.00929,0.024658
197,0.016039,0.009581,0.018205,0,0.009619,0.017744,0
198,0.016619,0.017681,0.018768,0.020163,0.011173,0.021527,0.027649
199,0,0.020345,0.03011,0,0,0.014835,0
200,0.02299,0.016071,0.0227,0,0,0.015541,0.007843
201,0.017182,0,0.024296,0,0.030739,0.021711,0.020577
202,0.019757,0.006535,0.01571,0.020827,0.000111,0.022526,0.024725
203,0.0171,0,0.015435,0.012416,0,0.013924,0
204,0.017432,0,0.027045,0.017683,0.019107,0.008346,0
205,0.021403,0.021342,0.01213,0.019965,0,0.021834,0.022961
206,0.020232,0,0.017971,0.023684,0.007669,0.000165,0.018163
207,0.013771,0.012697,0.036413,0,0.008297,0.030122,0.013429
208,0.024327,0.024106,0.019308,0,0.015101,0.021304,0.018406
209,0.03419,0.021979,0.007694,0.008351,0.020319,0.014771,0
210,0.021856,0.020334,0.019462,0.01541,0.008519,0.019365,0.009972
211,0,0.007184,0.016492,0,0.005401,0.025071,0.033766
212,0.016735,0,0.022697,0.00748,0,0.024866,0.026179
213,0.022558,0.021457,0.020578,0,0,0.015507,0.018869
214,0.01411,0,0.015799,0,0.024024,0.030814,0.016052
215,0.019753,0,0.00653,0.018174,0.022832,0.02368,0.006792
216,0.021313,0.030508,0.007649,0.014111,0.01718,0,0.018375
217,0.015208,0.02755,0.007526,0,0,0.019123,0.018178
218,0.012702,0.015629,0,0,0.023319,0.019373,0.020383
219,0,0,0.013257,0,0.014774,0.023736,0.03004
220,0,0.016179,0.019262,0,0.017199,0.026502,0.020122
221,0.000144,0.019552,0.021292,0.015233,0.014179,0.032884,0.026219
222,0.020209,0,0,0.020443,0.020502,0,0.011717
223,0.021749,0,0.013615,0.018318,0.016672,0.010034,0.029424
224,0,0.024874,0.011473,0,0.017248,0.000115,0
225,0.000117,0.023822,0.013365,0,0.012745,0.023226,0
226,0.027491,0.022261,0.017073,0,0.014804,0.013919,0.009355
227,0.014411,0.028684,0.023631,0.02771,0.007994,0.02644,0.016229
228,0.019989,0.012784,0.018459,0.017926,0.000153,0.014912,0.011008
229,0.022063,0.00976,0.018946,0.007699,0.020735,0.037073,0.020018
230,0.022157,0,0.01782,0.006327,0.018373,0.02146,0.016477
231,0.017112,0.020477,0.02166,0,0.021921,0.020751,0.01757
232,0.018819,0,0.015487,0,0.020492,0.000167,0.014039
233,0.014842,0,0.017024,0.020814,0.01314,0.020495,0
234,0.000124,0,0.025395,0.012971,0.019172,0.020633,0
235,0.011429,0,0.02393,0.021448,0.01505,0.016694,0
236,0.006383,0,0.009487,0.020623,0.021114,0.012658,0
237,0.021352,0.018782,0.000122,0.006639,0.025593,0.020869,0.015296
238,0.02201,0.022036,0,0,0.011674,0.02511,0
239,0.024764,0.018965,0.019119,0,0.007605,0.006965,0.019146
240,0.015381,0,0.021844,0,0.019915,0.023351,0.020186
241,0.019787,0.022326,0.018837,0,0,0.011193,0.018978
242,0.01483,0,0.020578,0.006477,0,0.02125,0.022285
243,0.02397,0,0.025507,0,0.019204,0.020029,0.01995
244,0,0,0.04508,0,0.016694,0,0.020387
245,0.00013,0.018407,0.019563,0.020538,0.021749,0.01838,0.0226
246,0.019066,0.021258,0.027138,0.020994,0,0,0.017872
247,0.015577,0.026347,0.027077,0.022093,0.01959,0.021961,0.020498
248,0.012032,0.023746,0.022436,0,0.016062,0.020613,0.017555
249,0.022402,0,0.009089,0,0.008844,0.014157,0.02059
250,0.033522,0.018618,0.014073,0.024652,0.020366,0.023114,0.024197
251,0.01021,0.019071,0.022723,0.016832,0.012002,0.023849,0.024409
252,0.011302,0,0,0,0.014789,0.027346,0.008351
253,0.000158,0.019482,0.008542,0,0.000118,0.026253,0.016634
254,0.018551,0,0.013092,0,0,0.020811,0.015488
255,0.01164,0.056339,0.020014,0,0.0158,0.020694,0.025425
256,0.01569,0.023976,0.022763,0,0,0.010393,0.023687
257,0.023126,0.008121,0.023223,0.007598,0.018898,0.02019,0.021978
258,0.020492,0,0.018707,0.020517,0.00014,0.016053,0.02901
259,0.021831,0.010826,0.015567,0.006164,0,0.011287,0
260,0.024231,0,0.026209,0.024754,0,0.015446,0
261,0.007263,0.021512,0.019108,0.035193,0,0,0.022561
262,0.012582,0.025567,0.019933,0.019382,0.020635,0,0.023683
263,0.020316,0,0.021138,0.022344,0.018921,0.021347,0.018959
264,0.013992,0.005972,0.018575,0.017677,0.017577,0,0
265,0,0.020889,0.027809,0.015007,0,0,0
266,0.015279,0.021476,0.020763,0.016772,0.01099,0.01097,0.015276
267,0.01542,0,0.024571,0.016442,0.014732,0.000123,0.016237
268,0.024528,0.019981,0.015231,0,0.017616,0.007127,0
269,0,0.02237,0.018727,0.02231,0.015295,0.017428,0.017986
270,0.015483,0.01273,0.020079,0.029761,0,0.012836,0.0341
271,0.014763,0.021026,0.008721,0,0.018476,0.018808,0
272,0.021915,0,0,0,0,0.019907,0.022616
273,0.018318,0.025433,0.015518,0.008355,0,0.034411,0.019747
274,0.016594,0.019846,0.018565,0.007175,0.01432,0.023654,0.020445
275,0.007703,0.018369,0.01784,0.011838,0.017165,0.010703,0.007337
276,0.024321,0.011383,0.007911,0.024032,0.011862,0.014099,0
277,0.023557,0,0.008769,0.026633,0.020872,0.019506,0.015971
278,0.00015,0.019052,0.014757,0.010964,0,0.02582,0.012338
279,0.000147,0.022866,0.022805,0,0.015599,0,0.010135
280,0.020734,0.022092,0.015768,0.032015,0.010539,0.007533,0.006653
281,0.024811,0,0.017992,0.019463,0,0.03301,0.017355
282,0.01627,0,0.025478,0.021662,0,0.022609,0.022164
283,0.023514,0,0.013133,0,0.018016,0.02311,0.021294
284,0.016768,0.021542,0.022689,0.019656,0,0.016861,0.017625
285,0.01968,0.01381,0.022001,0.018264,0,0.013305,0
286,0.000161,0,0.026378,0,0.012403,0.01812,0.013037
287,0.011499,0.018204,0.017673,0.016998,0.018971,0.02217,0.017201
288,0,0.017305,0.016074,0.005761,0.000113,0,0.019139
289,0,0,0.00629,0,0,0.019867,0
290,0.019239,0.021822,0.000144,0,0.011248,0.022928,0.015023
291,0.022215,0.007622,0.02687,0.017002,0,0.019913,0.013658
292,0,0.014877,0.014536,0,0.013452,0.022384,0.025174
293,0.026402,0,0.018837,0.014974,0,0.007445,0.01401
294,0.019661,0.023974,0.015092,0,0,0.024756,0.020533
295,0.01576,0.009118,0.018187,0,0.00958,0.011839,0
296,0.013601,0.022381,0.016421,0,0.00012,0.023364,0
297,0.009271,0.008833,0.015816,0.013395,0.013826,0.024198,0.006325
298,0,0.029133,0.015653,0,0,0.021524,0.015296
299,0.022872,0.013564,0.024689,0.009482,0.021021,0.023719,0.023651
300,0.017913,0,0.018373,0.022382,0.021291,0.011264,0.009831
301,0.011008,0,0.014297,0.020131,0.000117,0.000133,0.015131
302,0.022658,0,0.016051,0.013995,0,0.021713,0.020703
303,0.018634,0,0.01856,0.026008,0.013474,0.021752,0.017603
304,0.016482,0,0,0.021304,0.016725,0.017764,0.011637
305,0.015764,0.014385,0,0.022006,0.023987,0.014929,0
306,0.016851,0.024445,0,0,0.010968,0.025091,0
307,0.021321,0.026275,0.015317,0.019611,0.011751,0.013661,0
308,0.012678,0.019619,0,0,0.011001,0.015538,0.021439
309,0.011337,0,0.025202,0.017573,0.000114,0.021027,0.016703
310,0.025899,0,0.03006,0,0.005595,0.010257,0.022216
311,0.010625,0,0.014012,0,0.020555,0.021029,0
312,0.000128,0.021804,0.014955,0.023255,0.019293,0.021342,0.025149
313,0.023896,0.022376,0.022332,0,0,0.020484,0.008322
314,0.023373,0.016629,0.016937,0,0.011685,0.020055,0.04178
315,0.009111,0.020245,0.023187,0,0.017534,0,0.030631
316,0.018469,0,0,0.00772,0.02725,0.020719,0.020497
317,0.023555,0.020248,0.018545,0.020007,0,0.018909,0.017976
318,0.025867,0.021587,0.019577,0,0.021532,0.024056,0.015721
319,0.011556,0,0.025872,0,0.009965,0.014752,0.021758
320,0.000176,0,0.014728,0,0.016021,0.027593,0.020169
321,0.022562,0.024738,0.022147,0.01884,0.020675,0.016412,0.011133
322,0.021713,0,0.02301,0.020803,0.0075,0.022408,0.019889
323,0.008848,0.020915,0.018061,0,0.026251,0.033363,0
324,0.022545,0.015248,0.022103,0,0,0.025167,0.014084
325,0.018707,0.024486,0.025338,0,0,0.016502,0.024103
326,0.020372,0,0.016779,0,0.025236,0.023027,0.02106
327,0.020208,0.02045,0.016383,0,0.020554,0.012286,0.018164
328,0.013364,0,0.021671,0.015649,0.050249,0.015251,0.0182
329,0.006666,0.020344,0.020576,0.038171,0,0.012652,0.019187
330,0.021513,0.046514,0.035997,0.020982,0,0.010547,0
331,0.021333,0,0.019533,0.020487,0.000112,0.010332,0
332,0.020051,0.015835,0.01029,0,0,0.000121,0.023158
333,0.000104,0.023118,0.015446,0.007265,0.022141,0.020155,0.021269
334,0.026998,0.00739,0.014149,0.014749,0.024409,0,0.015615
335,0.013097,0,0.016208,0.018398,0.013752,0,0
336,0.016349,0.018295,0.022095,0,0,0.013064,0
337,0.000122,0.017764,0.018668,0.018712,0.012723,0.018853,0.013923
338,0.036737,0,0.020886,0.020481,0.017394,0.008928,0.02384
339,0.026687,0.022255,0.015141,0.019142,0.018107,0,0
340,0.012426,0,0.007674,0.020164,0.021643,0.014817,0.02115
341,0.01118,0.013511,0.01934,0,0,0.02009,0.014422
342,0.021656,0.014713,0.018291,0,0.019687,0.021454,0
343,0.018829,0,0.010217,0,0,0.022057,0
344,0.014192,0.013744,0.010475,0.007545,0.000121,0.020235,0.018773
345,0.020674,0.021531,0.02157,0.008699,0.016141,0.017985,0.021838
346,0,0.009383,0.015312,0.01428,0,0.009576,0.007046
347,0,0.015369,0.024769,0.017172,0.024554,0.008929,0
348,0.01985,0.019383,0.020058,0.007791,0.010766,0.01975,0
349,0.015927,0,0.013245,0.009581,0,0.020296,0.017767
350,0.021573,0,0.023038,0,0.007136,0,0.015461
351,0.018982,0,0.007595,0,0.012698,0.026186,0.015022
352,0.017674,0.014228,0.021302,0.020697,0.00013,0.013376,0.019032
353,0.024997,0.013093,0.022471,0.018984,0,0.021178,0.018349
354,0.015296,0.018251,0.009076,0,0.02696,0.021438,0.022191
355,0,0.019558,0.015231,0,0,0.02295,0.016949
356,0.000207,0.018858,0.012539,0.018312,0,0.015754,0.01961
357,0.020991,0.01769,0.012335,0,0.007522,0.020922,0
358,0.021981,0.021372,0.024165,0.006566,0.01741,0.024134,0.012333
359,0,0,0.012792,0.013729,0,0,0.014845
360,0.020444,0,0.021524,0,0,0,0
361,0.022328,0.021049,0.017238,0,0.015761,0.017979,0.020922
362,0.017781,0.019186,0.022184,0.015389,0,0.017571,0.01671
363,0.024913,0.02068,0.019738,0,0.020554,0.020129,0.020265
364,0.023943,0.060643,0.020812,0.014618,0,0.011164,0.017252
365,0.000133,0.027613,0.02415,0.022406,0.000125,0,0.02537
366,0.018495,0.018454,0.023404,0,0.009329,0.007271,0
367,0.010011,0,0.011651,0,0,0.019865,0
368,0.027828,0,0.020002,0.007304,0.008804,0,0.00676
369,0.012342,0,0.022692,0,0.013259,0.023965,0.022489
370,0.026325,0,0.012789,0.016715,0.013487,0.006721,0.009802
371,0,0,0,0.012278,0,0.008792,0.0109
372,0.008818,0.018463,0.000133,0.019467,0.016485,0,0.012464
373,0.030406,0,0,0.027624,0.019261,0.013647,0.010252
374,0.022368,0.020703,0.022233,0,0.011585,0.014094,0
375,0.020792,0.020546,0.018167,0.01854,0.02155,0.02077,0.014908
376,0.015164,0,0.021984,0.027992,0.016284,0.020975,0
377,0.015048,0,0.019715,0.021317,0.018629,0.01975,0
378,0.000106,0,0.024327,0,0.008752,0.011325,0.008423
379,0.018106,0,0.018148,0.024134,0,0.017398,0.055191
380,0.021118,0,0.011843,0,0.009837,0.020084,0.020711
381,0.000121,0.019667,0.020043,0,0,0.019929,0
382,0.022338,0.030244,0.026828,0.023306,0.020291,0,0
383,0.015386,0.01738,0,0.019137,0.018207,0.023996,0
384,0.021732,0.021041,0.020047,0,0,0.020336,0.013079
385,0.017884,0.027052,0.023741,0,0.016539,0.017915,0
386,0.000127,0.019354,0.018711,0.026826,0.026574,0.011847,0.011754
387,0.011155,0,0.022138,0.016658,0.000127,0.008295,0.022742
388,0,0,0.026308,0,0,0.020563,0.011167
389,0.022652,0.015678,0.021927,0,0.019817,0.022791,0.010624
390,0.021129,0,0.02388,0,0.017662,0.021575,0.022469
391,0.010029,0.019581,0,0.019694,0.019698,0,0.018265
392,0.018768,0.020619,0.020579,0.024215,0.00903,0.023426,0.01405
393,0.014383,0.021011,0.02114,0,0,0.018805,0.016807
394,0.020869,0,0.014581,0,0.023334,0.020266,0
395,0.007253,0.012172,0.019628,0,0,0,0.019815
396,0.013413,0.021465,0,0,0.008901,0.023417,0.012151
397,0.020506,0.015968,0.019375,0,0,0.017056,0.023775
398,0.016797,0,0.021736,0,0,0.023758,0.027671
399,0.018271,0.023652,0.021753,0.019288,0.028607,0.02312,0.022661
400,0,0.038079,0.015277,0.014471,0.000141,0.012555,0.012952
401,0.022776,0.017695,0.02072,0,0,0.018547,0
402,0.021873,0,0.017601,0.014007,0,0.015751,0
403,0.024321,0,0.020426,0,0,0,0.020862
404,0.028508,0.021035,0,0.0211,0.029177,0,0.019663
405,0,0.019068,0.017814,0.033932,0.019633,0.021517,0.018942
406,0.019466,0.023267,0.02134,0.017442,0.009786,0,0.01703
407,0.013998,0.018627,0.016922,0.024263,0,0,0
408,0.023487,0,0.024009,0.011989,0.011761,0.013036,0
409,0.020378,0.00744,0.021075,0.02169,0.017786,0.02523,0.011812
410,0.02116,0.022256,0.0146,0.01863,0.02419,0.010111,0
411,0.016926,0.014201,0.012629,0.021358,0.013558,0,0.037713
412,0,0.017183,0.064546,0.017791,0,0.016771,0.025174
413,0.020698,0.02203,0.027152,0,0.011353,0.013647,0
414,0.000152,0.007303,0.017082,0,0,0.014245,0
415,0.00012,0.018848,0.013228,0.011754,0,0.020757,0.015936
416,0.019842,0.026118,0.012247,0,0.020139,0.020676,0.014692
417,0.01255,0,0.023234,0.017249,0.01841,0.011986,0.023098
418,0.018518,0,0.021681,0.018489,0,0.01928,0
419,0.017723,0,0.020959,0,0.028028,0.035674,0.019751
420,0.016875,0.024592,0.018521,0.011262,0,0.023372,0.021209
421,0.024073,0.015945,0.021389,0.011536,0.011807,0.020529,0.023163
422,0.016166,0,0.021861,0,0.019165,0,0.012302
423,0.020694,0.024939,0.019,0.021239,0.013247,0.012279,0.006852
424,0,0.020652,0.019926,0.031261,0,0.021338,0.028962
425,0.036093,0,0.010414,0.009278,0,0.02018,0.020246
426,0.023432,0.021887,0.000129,0,0.023098,0.022664,0.020402
427,0.022869,0.020145,0.020136,0.006514,0,0.022448,0.014917
428,0,0,0.017113,0.007275,0.016661,0.016121,0
429,0.019682,0,0.020697,0,0.007627,0.020626,0.009987
430,0.02416,0.01499,0.01918,0.011904,0.000112,0.021978,0.013874
431,0.017273,0.022046,0.021879,0.022284,0,0.000127,0.013366
432,0.024019,0.020836,0.023159,0,0.021091,0.015789,0
433,0.027597,0,0.025645,0,0.00576,0.012571,0.010764
434,0.000127,0.027026,0.023729,0.011766,0.012003,0.0223,0.020649
